datetime,depth_m
8/1/23 8:00,0.008
8/1/23 8:05,0.005
8/1/23 8:10,0.919
8/1/23 8:15,0.899
8/1/23 8:20,0.894
8/1/23 8:25,0.905
8/1/23 8:30,0.904
8/1/23 8:35,0.908
8/1/23 8:40,0.908
8/1/23 8:45,0.921
8/1/23 8:50,0.906
8/1/23 8:55,0.911
8/1/23 9:00,0.919
8/1/23 9:05,0.916
8/1/23 9:10,0.944
8/1/23 9:15,0.941
8/1/23 9:20,0.923
8/1/23 9:25,0.973
8/1/23 9:30,0.97
8/1/23 9:35,0.97
8/1/23 9:40,0.972
8/1/23 9:45,0.982
8/1/23 9:50,0.964
8/1/23 9:55,1.012
8/1/23 10:00,1.019
8/1/23 10:05,1.055
8/1/23 10:10,1.063
8/1/23 10:15,1.033
8/1/23 10:20,1.072
8/1/23 10:25,1.079
8/1/23 10:30,1.1
8/1/23 10:35,1.087
8/1/23 10:40,1.108
8/1/23 10:45,1.11
8/1/23 10:50,1.135
8/1/23 10:55,1.121
8/1/23 11:00,1.164
8/1/23 11:05,1.151
8/1/23 11:10,1.156
8/1/23 11:15,1.158
8/1/23 11:20,1.161
8/1/23 11:25,1.18
8/1/23 11:30,1.193
8/1/23 11:35,1.206
8/1/23 11:40,1.198
8/1/23 11:45,1.219
8/1/23 11:50,1.209
8/1/23 11:55,1.228
8/1/23 12:00,1.228
8/1/23 12:05,1.24
8/1/23 12:10,1.225
8/1/23 12:15,1.237
8/1/23 12:20,1.248
8/1/23 12:25,1.248
8/1/23 12:30,1.262
8/1/23 12:35,1.278
8/1/23 12:40,1.282
8/1/23 12:45,1.258
8/1/23 12:50,1.282
8/1/23 12:55,1.291
8/1/23 13:00,1.282
8/1/23 13:05,1.285
8/1/23 13:10,1.276
8/1/23 13:15,1.303
8/1/23 13:20,1.285
8/1/23 13:25,1.275
8/1/23 13:30,1.294
8/1/23 13:35,1.306
8/1/23 13:40,1.3
8/1/23 13:45,1.297
8/1/23 13:50,1.294
8/1/23 13:55,1.291
8/1/23 14:00,1.285
8/1/23 14:05,1.299
8/1/23 14:10,1.287
8/1/23 14:15,1.287
8/1/23 14:20,1.285
8/1/23 14:25,1.279
8/1/23 14:30,1.288
8/1/23 14:35,1.263
8/1/23 14:40,1.255
8/1/23 14:45,0.038
8/1/23 14:50,0.023
8/1/23 14:55,0.025
8/1/23 15:00,0.027
8/1/23 15:05,0.028
8/1/23 15:10,0.029
8/1/23 15:15,0.032
8/1/23 15:20,0.032
8/1/23 15:25,0.03
8/1/23 15:30,0.031
8/1/23 15:35,0.031
8/1/23 15:40,0.029
8/1/23 15:45,0.019
8/1/23 15:50,-0.012
8/1/23 15:55,-0.004
8/1/23 16:00,-0.017
8/1/23 16:05,0.02
8/1/23 16:10,0.018
8/1/23 16:15,0.02
8/1/23 16:20,0.018
8/1/23 16:25,0.017
8/1/23 16:30,0.019
8/1/23 16:35,0.017
8/1/23 16:40,0.021
8/1/23 16:45,0.019
8/1/23 16:50,0.019
8/1/23 16:55,0.019
8/1/23 17:00,0.019
8/1/23 17:05,0.019
8/1/23 17:10,-0.008
8/1/23 17:15,-0.009
8/1/23 17:20,-0.015
8/1/23 17:25,-0.021
8/1/23 17:30,-0.023
8/1/23 17:35,-0.026
