datetime,ph
8/16/23 7:00,3.75
8/16/23 7:05,3.75
8/16/23 7:10,3.75
8/16/23 7:15,3.75
8/16/23 7:20,3.76
8/16/23 7:25,3.76
8/16/23 7:30,3.76
8/16/23 7:35,3.76
8/16/23 7:40,3.76
8/16/23 7:45,3.76
8/16/23 7:50,3.77
8/16/23 7:55,3.77
8/16/23 8:00,3.77
8/16/23 8:05,3.77
8/16/23 8:10,3.77
8/16/23 8:15,3.77
8/16/23 8:20,3.78
8/16/23 8:25,3.78
8/16/23 8:30,3.78
8/16/23 8:35,3.78
8/16/23 8:40,3.78
8/16/23 8:45,3.78
8/16/23 8:50,3.79
8/16/23 8:55,3.8
8/16/23 9:00,3.81
8/16/23 9:05,3.83
8/16/23 9:10,3.84
8/16/23 9:15,3.84
8/16/23 9:20,3.84
8/16/23 9:25,3.84
8/16/23 9:30,3.84
8/16/23 9:35,3.85
8/16/23 9:40,3.86
8/16/23 9:45,3.86
8/16/23 9:50,3.86
8/16/23 9:55,3.86
8/16/23 10:00,3.85
8/16/23 10:05,3.84
8/16/23 10:10,3.84
8/16/23 10:15,3.83
8/16/23 10:20,3.83
8/16/23 10:25,3.82
8/16/23 10:30,3.79
8/16/23 10:35,3.77
8/16/23 10:40,3.76
8/16/23 10:45,3.76
8/16/23 10:50,3.76
8/16/23 10:55,3.75
8/16/23 11:00,3.75
8/16/23 11:05,3.75
8/16/23 11:10,3.75
8/16/23 11:15,8.1
8/16/23 11:20,8.13
8/16/23 11:25,8.15
8/16/23 11:30,8.17
8/16/23 11:35,8.18
8/16/23 11:40,8.19
8/16/23 11:45,8.21
8/16/23 11:50,8.23
8/16/23 11:55,8.24
8/16/23 12:00,8.25
8/16/23 12:05,8.26
8/16/23 12:10,8.27
8/16/23 12:15,8.28
8/16/23 12:20,8.3
8/16/23 12:25,8.31
8/16/23 12:30,8.31
8/16/23 12:35,8.33
8/16/23 12:40,8.33
8/16/23 12:45,8.34
8/16/23 12:50,8.35
8/16/23 12:55,8.36
8/16/23 13:00,8.38
8/16/23 13:05,8.38
8/16/23 13:10,8.39
8/16/23 13:15,8.4
8/16/23 13:20,8.4
8/16/23 13:25,8.42
8/16/23 13:30,8.43
8/16/23 13:35,8.44
8/16/23 13:40,8.45
8/16/23 13:45,8.46
8/16/23 13:50,8.47
8/16/23 13:55,8.3
8/16/23 14:00,8.28
8/16/23 14:05,8.24
8/16/23 14:10,8.2
8/16/23 14:15,8.14
8/16/23 14:20,8.13
8/16/23 14:25,8.14
8/16/23 14:30,8.16
8/16/23 14:35,8.16
8/16/23 14:40,8.15
8/16/23 14:45,8.13
8/16/23 14:50,8.11
8/16/23 14:55,8.08
8/16/23 15:00,8.04
8/16/23 15:05,8.02
8/16/23 15:10,7.84
8/16/23 15:15,7.87
8/16/23 15:20,7.81
8/16/23 15:25,7.85
8/16/23 15:30,7.82
8/16/23 15:35,7.81
8/16/23 15:40,7.81
8/16/23 15:45,7.76
8/16/23 15:50,7.75
8/16/23 15:55,7.72
8/16/23 16:00,7.71
8/16/23 16:05,7.7
8/16/23 16:10,7.69
8/16/23 16:15,7.68
8/16/23 16:20,7.67
8/16/23 16:25,7.67
8/16/23 16:30,7.66
8/16/23 16:35,7.67
