datetime,ph
10/11/23 8:00,3.54
10/11/23 8:05,3.54
10/11/23 8:10,3.54
10/11/23 8:15,3.54
10/11/23 8:20,3.54
10/11/23 8:25,3.54
10/11/23 8:30,3.54
10/11/23 8:35,3.54
10/11/23 8:40,3.53
10/11/23 8:45,3.54
10/11/23 8:50,3.54
10/11/23 8:55,3.55
10/11/23 9:00,3.55
10/11/23 9:05,3.55
10/11/23 9:10,3.56
10/11/23 9:15,3.56
10/11/23 9:20,3.56
10/11/23 9:25,3.56
10/11/23 9:30,3.56
10/11/23 9:35,3.56
10/11/23 9:40,3.56
10/11/23 9:45,3.56
10/11/23 9:50,3.56
10/11/23 9:55,3.56
10/11/23 10:00,3.56
10/11/23 10:05,3.56
10/11/23 10:10,3.57
10/11/23 10:15,3.57
10/11/23 10:20,3.57
10/11/23 10:25,3.58
10/11/23 10:30,3.59
10/11/23 10:35,3.59
10/11/23 10:40,3.59
10/11/23 10:45,3.59
10/11/23 10:50,3.59
10/11/23 10:55,3.6
10/11/23 11:00,3.6
10/11/23 11:05,3.61
10/11/23 11:10,3.61
10/11/23 11:15,3.62
10/11/23 11:20,3.61
10/11/23 11:25,3.61
10/11/23 11:30,3.61
10/11/23 11:35,3.61
10/11/23 11:40,3.62
10/11/23 11:45,3.62
10/11/23 11:50,3.62
10/11/23 11:55,3.61
10/11/23 12:00,3.62
10/11/23 12:05,3.62
10/11/23 12:10,3.62
10/11/23 12:15,3.63
10/11/23 12:20,3.62
10/11/23 12:25,3.62
10/11/23 12:30,3.63
10/11/23 12:35,3.62
10/11/23 12:40,3.61
10/11/23 12:45,3.61
10/11/23 12:50,3.61
10/11/23 12:55,3.61
10/11/23 13:00,3.62
10/11/23 13:05,3.63
10/11/23 13:10,3.61
10/11/23 13:15,7.06
10/11/23 13:20,7.05
10/11/23 13:25,7.04
10/11/23 13:30,7
10/11/23 13:35,6.98
10/11/23 13:40,6.96
10/11/23 13:45,6.95
10/11/23 13:50,6.94
10/11/23 13:55,6.94
10/11/23 14:00,6.95
10/11/23 14:05,6.95
10/11/23 14:10,6.96
10/11/23 14:15,6.97
10/11/23 14:20,6.98
10/11/23 14:25,6.99
10/11/23 14:30,6.99
10/11/23 14:35,7
10/11/23 14:40,6.99
10/11/23 14:45,6.99
10/11/23 14:50,6.99
10/11/23 14:55,6.99
10/11/23 15:00,6.99
10/11/23 15:05,6.99
10/11/23 15:10,6.99
10/11/23 15:15,6.99
10/11/23 15:20,6.99
10/11/23 15:25,6.99
10/11/23 15:30,6.99
10/11/23 15:35,6.98
10/11/23 15:40,6.98
10/11/23 15:45,6.98
10/11/23 15:50,6.98
10/11/23 15:55,6.98
10/11/23 16:00,6.98
10/11/23 16:05,6.98
10/11/23 16:10,6.98
10/11/23 16:15,6.95
10/11/23 16:20,6.97
10/11/23 16:25,6.97
10/11/23 16:30,6.98
10/11/23 16:35,6.98
10/11/23 16:40,6.98
10/11/23 16:45,6.98
10/11/23 16:50,7.11
10/11/23 16:55,7.11
10/11/23 17:00,7.1
10/11/23 17:05,7.1
10/11/23 17:10,7.1
10/11/23 17:15,7.09
10/11/23 17:20,7.07
10/11/23 17:25,6.95
10/11/23 17:30,6.93
10/11/23 17:35,6.94
10/11/23 17:40,6.96
10/11/23 17:45,6.98
10/11/23 17:50,6.97
10/11/23 17:55,6.97
10/11/23 18:00,6.97
10/11/23 18:05,6.97
10/11/23 18:10,6.97
10/11/23 18:15,6.98
10/11/23 18:20,6.98
10/11/23 18:25,6.98
10/11/23 18:30,6.97
10/11/23 18:35,6.97
10/11/23 18:40,6.97
10/11/23 18:45,6.98
